RAX       ,?
GSM       ,?
GAME      ,?
MFC       ,?
MS        ,?
DHI       ,?
RDN       ,?
IGT       ,?
LEN       ,
LXK       ,
SU        ,
CRUS      ,
FTNT      ,
PWRD      ,
EDR       ,
ZINC      ,
INGR      ,
WU        ,
WIBC      ,
BRKR      ,
BBVA      ,
WBMD      ,
SMFG      ,
DGI       ,
RVBD      ,
HT        ,
RDWR      ,
IRDM      ,
FOE       ,
BRKS      ,
TMUS      ,
XEC       ,
RPT       ,
SPLS      ,
CBB       ,
NVDA      ,
MDC       ,
BBCN      ,
CMA       ,
BCC       ,
UFS       ,
STM       ,
NSU       ,
PETM      ,
NFX       ,
RHT       ,
ONNN      ,
HCN       ,
WNC       ,
FLIR      ,
BJRI      ,
AGCO      ,
APC       ,
VTR       ,
CHU       ,
KND       ,
XRX       ,
BKS       ,
LSCC      ,
CCL       ,
ZNGA      ,
BMR       ,
KMT       ,
AEG       ,
CLGX      ,
NSR       ,
DMND      ,
RBA       ,
KRG       ,
MJN       ,
TROX      ,
MASI      ,
CY        ,
NUVA      ,
ALR       ,
CIEN      ,
VIVO      ,
DVN       ,
ING       ,
RGLD      ,
ELY       ,
BYD       ,
CG        ,
TEX       ,
STWD      ,
FCS       ,
SCSS      ,
INFA      ,
SWC       ,
